date,station_id,station_name,day_of_week,week_of_year,month,quarter,season,is_weekend,is_holiday,holiday_name,temperature,weather_condition,precipitation_mm,price_AI92,price_AI95,price_DT,price_DT_bio,price_AI100_bio,competitor_price_AI92,competitor_price_AI95,competitor_price_DT,competitor_price_AI92_brend,competitor_price_AI95_brend,competitor_price_DT_brend,competitor_price_AI100,sales_AI92,sales_AI95,sales_DT,sales_DT_bio,sales_AI100_bio,total_fuel_sales,promotion_fuel_active,promotion_shop_active,promotion_cafe_active,corporate_customer_ratio,customer_loyalty_score,shop_напитки_безалкогольные,shop_кондитерка_снеки,shop_мороженое,shop_автотовары,shop_кафе_вся_еда,shop_кофе_все_горячие_напитки,shop_табак,traffic_Passengers_cars_1_poputn,traffic_Passengers_cars_2_poputn,traffic_Truck_short_1_poputn,traffic_Truck_short_2_poputn,traffic_Truck_1_poputn,traffic_Truck_2_poputn,traffic_Truck_long_1_poputn,traffic_Truck_long_2_poputn,traffic_Transporter_1_poputn,traffic_Transporter_2_poputn,traffic_scorost_1_poputn,traffic_scorost_2_poputn,traffic_plotnost_1_poputn,traffic_plotnost_2_poputn,traffic_intensiv_priv_1_poputn,traffic_intensiv_priv_2_poputn,traffic_intensiv_fiz_1_poputn,traffic_intensiv_fiz_2_poputn,traffic_uroven_jbslugi_1_poputn,traffic_uroven_jbslugi_2_poputn,traffic_Passengers_cars_1_wstrechn,traffic_Passengers_cars_2_wstrechn,traffic_Truck_short_1_wstrechn,traffic_Truck_short_2_wstrechn,traffic_Truck_1_wstrechn,traffic_Truck_2_wstrechn,traffic_Truck_long_1_wstrechn,traffic_Truck_long_2_wstrechn,traffic_Transporter_1_wstrechn,traffic_Transporter_2_wstrechn,traffic_scorost_1_wstrechn,traffic_scorost_2_wstrechn,traffic_plotnost_1_wstrechn,traffic_plotnost_2_wstrechn,traffic_intensiv_priv_1_wstrechn,traffic_intensiv_priv_2_wstrechn,traffic_intensiv_fiz_1_wstrechn,traffic_intensiv_fiz_2_wstrechn,traffic_uroven_jbslugi_1_wstrechn,traffic_uroven_jbslugi_2_wstrechn,traffic_Undefined_1_poputn,traffic_Undefined_2_poputn,traffic_Undefined_1_wstrechn,traffic_Undefined_2_wstrechn
2025-06-25,Запад-МФ-69603,АЗС 603,2,26,6,2,summer,0,0,,13.5,0,0.0,59.84,72.58,84.88,92.75,0.0,59.59,72.28,84.53,0,0,0,0,3399,3222,2842,164,0,9627,0,0,0,0.1123,0.6406,5094.08,4075.27,1528.22,2445.16,6112.9,8150.53,10188.16,660,5940,39,356,66,594,19,178,6,59,41.9,41.9,1.81,16.26,7.59,68.31,7.26,65.34,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-26,Запад-МФ-69603,АЗС 603,3,26,6,2,summer,0,0,,14.1,0,0.0,59.85,72.59,84.9,92.77,0.0,59.12,71.7,83.86,0,0,0,0,3729,2648,2078,131,0,8586,0,0,0,0.0875,0.7431,3777.02,3021.62,1133.11,1812.97,4532.42,6043.23,7554.04,460,4144,27,248,46,414,13,124,4,41,47.0,47.0,1.12,10.12,5.3,47.66,5.07,45.59,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-27,Запад-МФ-69603,АЗС 603,4,26,6,2,summer,0,0,,19.6,0,0.0,59.87,72.61,84.91,92.79,0.0,60.6,73.49,85.94,0,0,0,0,3159,3086,2994,120,0,9359,0,0,0,0.1344,0.8408,4876.81,3901.44,1463.04,2340.87,5852.17,7802.89,9753.61,654,5890,39,352,65,588,19,176,6,58,43.1,43.1,1.74,15.68,7.53,67.73,7.2,64.79,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-28,Запад-МФ-69603,АЗС 603,5,26,6,2,summer,1,0,,17.1,0,0.0,59.88,72.62,84.93,92.81,0.0,60.89,73.85,86.37,0,0,0,0,3350,2507,1967,291,0,8115,0,0,0,0.1247,0.8673,4653.57,3722.86,1396.07,2233.71,5584.28,7445.71,9307.14,562,5065,23,211,39,353,11,105,3,35,44.2,44.2,1.4,12.63,6.22,55.95,6.02,54.19,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-29,Запад-МФ-69603,АЗС 603,6,26,6,2,summer,1,0,,17.4,0,0.0,59.89,72.64,84.95,92.83,0.0,58.95,71.5,83.62,0,0,0,0,3338,2183,1651,128,0,7300,0,0,0,0.1323,0.6484,5207.58,4166.06,1562.27,2499.64,6249.09,8332.12,10415.15,540,4861,22,204,37,340,11,102,3,34,43.6,43.6,1.37,12.29,5.97,53.72,5.78,52.02,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-30,Запад-МФ-69603,АЗС 603,0,27,6,2,summer,0,0,,16.7,0,0.0,59.9,72.65,84.97,92.85,0.0,59.09,71.67,83.83,0,0,0,0,3618,3123,2920,115,0,9776,0,0,0,0.0723,0.8368,2772.85,2218.28,831.86,1330.97,3327.42,4436.56,5545.7,452,4072,27,243,45,406,13,121,4,40,43.8,43.8,1.19,10.66,5.2,46.83,4.98,44.79,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-01,Запад-МФ-69603,АЗС 603,1,27,7,3,summer,0,0,,15.1,0,0.0,59.92,72.67,84.99,92.87,0.0,59.6,72.29,84.54,0,0,0,0,3223,3121,2519,268,0,9131,0,0,0,0.0988,0.7327,5488.43,4390.75,1646.53,2634.45,6586.12,8781.49,10976.86,662,5964,39,357,66,595,19,178,6,59,44.0,44.0,1.73,15.55,7.62,68.58,7.29,65.6,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-02,Запад-МФ-69603,АЗС 603,2,27,7,3,summer,0,0,,19.8,0,0.0,59.85,72.74,82.86,92.9,0.0,58.76,71.41,81.35,0,0,0,0,2963,2876,2492,298,0,8629,0,0,0,0.1202,0.7804,4577.2,3661.76,1373.16,2197.06,5492.64,7323.52,9154.4,505,4550,30,272,50,454,15,136,5,45,41.2,41.2,1.41,12.67,5.81,52.32,5.56,50.05,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-03,Запад-МФ-69603,АЗС 603,3,27,7,3,summer,0,0,,19.3,0,0.0,59.86,72.76,82.88,92.92,0.0,60.76,73.86,84.13,0,0,0,0,3163,3897,2397,353,0,9810,0,0,0,0.1344,0.6923,4134.26,3307.41,1240.28,1984.45,4961.11,6614.82,8268.52,662,5965,39,357,66,595,19,178,6,59,40.8,40.8,1.86,16.77,7.62,68.59,7.29,65.61,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-04,Запад-МФ-69603,АЗС 603,4,27,7,3,summer,0,0,,19.8,0,3.0,59.88,72.78,82.9,92.94,0.0,58.62,71.24,81.15,0,0,0,0,3424,2662,2092,258,0,8436,0,0,0,0.1293,0.6348,4234.02,3387.22,1270.21,2032.33,5080.83,6774.44,8468.05,559,5037,33,301,55,503,16,150,5,50,44.8,44.8,1.43,12.9,6.44,57.92,6.16,55.4,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-05,Запад-МФ-69603,АЗС 603,5,27,7,3,summer,1,0,,24.7,0,0.0,59.05,72.41,83.07,91.56,0.0,58.61,71.87,82.45,0,0,0,0,2270,2550,2375,193,0,7388,0,0,0,0.1107,0.8227,4875.18,3900.14,1462.55,2340.09,5850.22,7800.29,9750.36,557,5017,23,210,39,351,11,105,3,35,49.5,49.5,1.24,11.18,6.16,55.44,5.96,53.69,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-06,Запад-МФ-69603,АЗС 603,6,27,7,3,summer,1,0,,18.4,0,0.0,59.06,72.43,83.09,91.58,0.0,59.31,72.74,83.44,0,0,0,0,2561,2319,2135,266,0,7281,0,0,0,0.1141,0.8356,3680.94,2944.75,1104.28,1766.85,4417.12,5889.5,7361.87,402,3623,16,151,28,252,8,75,2,25,45.1,45.1,0.98,8.86,4.45,40.03,4.31,38.76,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-07,Запад-МФ-69603,АЗС 603,0,28,7,3,summer,0,0,,20.5,0,0.0,58.6,73.56,83.86,91.12,0.0,59.36,74.51,84.94,0,0,0,0,3443,3424,2826,437,0,10130,0,0,0,0.1212,0.7716,4325.11,3460.09,1297.53,2076.05,5190.14,6920.18,8650.23,591,5319,35,318,59,531,17,159,5,53,42.4,42.4,1.6,14.39,6.8,61.17,6.5,58.52,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08,Запад-МФ-69603,АЗС 603,1,28,7,3,summer,0,0,,25.1,0,0.0,58.62,73.57,83.88,91.14,0.0,59.39,74.54,84.98,0,0,0,0,3468,3300,2822,206,0,9796,0,0,0,0.1072,0.6611,4372.54,3498.03,1311.76,2098.82,5247.05,6996.07,8745.08,571,5147,34,307,57,513,17,153,5,51,44.2,44.2,1.48,13.36,6.58,59.18,6.29,56.61,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-09,Запад-МФ-69603,АЗС 603,2,28,7,3,summer,0,0,,18.6,0,0.0,58.63,73.59,83.9,91.16,0.0,59.07,74.14,84.53,0,0,0,0,3360,3121,3309,227,0,10017,0,0,0,0.1345,0.6615,4592.38,3673.91,1377.72,2204.34,5510.86,7347.81,9184.77,487,4385,28,262,48,438,14,131,4,43,41.7,41.7,1.34,12.06,5.6,50.43,5.36,48.24,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10,Запад-МФ-69603,АЗС 603,3,28,7,3,summer,0,0,,19.9,0,2.0,58.64,73.6,83.92,91.18,0.0,58.67,73.63,83.96,0,0,0,0,3474,3513,2525,147,0,9659,0,0,0,0.1046,0.8294,4727.45,3781.96,1418.24,2269.18,5672.94,7563.93,9454.91,715,6439,42,385,71,643,21,192,7,64,40.9,40.9,2.01,18.06,8.23,74.05,7.87,70.83,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11,Запад-МФ-69603,АЗС 603,4,28,7,3,summer,0,0,,18.5,0,0.0,58.65,73.62,83.93,91.2,0.0,58.83,73.84,84.18,0,0,0,0,3603,3427,3423,264,0,10717,0,0,0,0.1257,0.6184,5584.73,4467.78,1675.42,2680.67,6701.67,8935.56,11169.45,627,5651,37,338,62,564,18,169,6,56,39.0,39.0,1.85,16.61,7.22,64.97,6.91,62.15,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12,Запад-МФ-69603,АЗС 603,5,28,7,3,summer,1,0,,18.9,0,0.0,58.66,73.64,83.95,91.21,0.0,58.31,73.19,83.44,0,0,0,0,3048,2609,2210,137,0,8004,0,0,0,0.1162,0.614,4506.42,3605.14,1351.93,2163.08,5407.7,7210.27,9012.84,489,4402,20,184,34,307,10,92,3,30,41.9,41.9,1.29,11.58,5.41,48.64,5.23,47.11,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13,Запад-МФ-69603,АЗС 603,6,28,7,3,summer,1,0,,15.3,0,0.0,58.68,73.65,83.97,91.23,0.0,58.81,73.82,84.16,0,0,0,0,3254,2647,2432,250,0,8583,0,0,0,0.1314,0.6152,4434.06,3547.25,1330.22,2128.35,5320.88,7094.5,8868.13,477,4293,19,179,33,299,9,89,3,29,45.0,45.0,1.17,10.52,5.27,47.43,5.1,45.93,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-14,Запад-МФ-69603,АЗС 603,0,29,7,3,summer,0,0,,24.6,0,0.0,58.69,73.67,83.99,91.25,0.0,59.56,74.76,85.24,0,0,0,0,3302,3060,2771,319,0,9452,0,0,0,0.0684,0.8712,4275.72,3420.58,1282.72,2052.35,5130.87,6841.16,8551.45,553,4978,33,298,55,497,16,149,5,49,43.7,43.7,1.45,13.08,6.36,57.26,6.09,54.77,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15,Запад-МФ-69603,АЗС 603,1,29,7,3,summer,0,0,,18.4,0,0.0,58.7,73.68,84.0,91.27,0.0,58.34,73.23,83.48,0,0,0,0,3221,3211,3123,332,0,9887,0,0,0,0.1249,0.6066,4970.76,3976.61,1491.23,2385.96,5964.91,7953.22,9941.52,480,4326,28,259,48,432,14,129,4,43,46.8,46.8,1.18,10.6,5.53,49.74,5.29,47.58,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16,Запад-МФ-69603,АЗС 603,2,29,7,3,summer,0,0,,23.7,0,0.0,58.71,73.7,84.02,91.29,0.0,57.92,72.71,82.9,0,0,0,0,2977,2839,3249,255,0,9320,0,0,0,0.1074,0.8389,5506.25,4405.0,1651.88,2643.0,6607.5,8810.0,11012.5,646,5814,38,348,64,581,19,174,6,58,43.4,43.4,1.71,15.37,7.43,66.86,7.11,63.95,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-17,Запад-МФ-69603,АЗС 603,3,29,7,3,summer,0,0,,22.0,0,0.0,58.73,73.71,84.04,91.31,0.0,59.72,74.95,85.46,0,0,0,0,3459,2794,2620,300,0,9173,0,0,0,0.1238,0.7095,4019.05,3215.24,1205.71,1929.14,4822.86,6430.47,8038.09,541,4869,32,291,54,486,16,145,5,48,43.5,43.5,1.43,12.84,6.22,56.0,5.95,53.56,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-18,Запад-МФ-69603,АЗС 603,4,29,7,3,summer,0,0,,23.1,0,0.0,58.74,73.73,84.06,91.33,0.0,58.71,73.69,84.01,0,0,0,0,3234,2905,3142,259,0,9540,0,0,0,0.1165,0.8823,5887.99,4710.39,1766.4,2826.24,7065.59,9420.79,11775.98,561,5057,33,302,56,504,16,151,5,50,46.9,46.9,1.38,12.38,6.46,58.15,6.18,55.62,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-19,Запад-МФ-69603,АЗС 603,5,29,7,3,summer,1,0,,24.6,0,0.0,58.75,73.74,84.07,91.35,0.0,58.56,73.5,83.8,0,0,0,0,2795,2587,2456,162,0,8000,0,0,0,0.1209,0.7891,5189.05,4151.24,1556.72,2490.75,6226.86,8302.48,10378.11,540,4865,22,204,37,340,11,102,3,34,46.6,46.6,1.28,11.51,5.97,53.76,5.78,52.06,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-20,Запад-МФ-69603,АЗС 603,6,29,7,3,summer,1,0,,15.4,0,0.0,58.76,73.76,84.09,91.37,0.0,57.43,72.09,82.19,0,0,0,0,2395,2505,2267,249,0,7416,0,0,0,0.1373,0.7776,4499.33,3599.46,1349.8,2159.68,5399.2,7198.93,8998.66,541,4869,22,204,37,340,11,102,3,34,47.9,47.9,1.25,11.21,5.98,53.79,5.79,52.09,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-21,Запад-МФ-69603,АЗС 603,0,30,7,3,summer,0,0,,20.5,0,0.0,58.78,73.77,84.11,91.39,0.0,58.25,73.1,83.35,0,0,0,0,3331,2599,2648,219,0,8797,0,0,0,0.1029,0.8928,3809.52,3047.61,1142.85,1828.57,4571.42,6095.22,7619.03,476,4292,28,256,47,428,14,128,4,42,44.9,44.9,1.22,10.96,5.48,49.35,5.25,47.21,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-22,Запад-МФ-69603,АЗС 603,1,30,7,3,summer,0,0,,16.0,0,0.0,58.79,73.79,84.13,91.41,0.0,59.02,74.08,84.47,0,0,0,0,3500,2969,2814,203,0,9486,0,0,0,0.1182,0.7925,5758.96,4607.17,1727.69,2764.3,6910.76,9214.34,11517.93,576,5184,34,310,57,518,17,155,5,51,43.2,43.2,1.53,13.77,6.62,59.62,6.34,57.02,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-23,Запад-МФ-69603,АЗС 603,2,30,7,3,summer,0,0,,16.7,0,3.9,58.8,73.81,84.15,91.43,0.0,58.69,73.68,84.0,0,0,0,0,3135,2946,2415,232,0,8728,0,0,0,0.0953,0.6179,4196.85,3357.48,1259.05,2014.49,5036.22,6714.96,8393.69,607,5469,36,327,60,546,18,163,6,54,46.2,46.2,1.51,13.58,6.99,62.89,6.68,60.16,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-24,Запад-МФ-69603,АЗС 603,3,30,7,3,summer,0,0,,25.1,0,0.0,57.15,73.34,83.31,91.34,0.0,56.57,72.6,82.47,0,0,0,0,3644,3437,2555,293,0,9929,0,0,0,0.1201,0.7692,4682.9,3746.32,1404.87,2247.79,5619.48,7492.64,9365.8,576,5189,34,310,57,518,17,155,5,51,44.1,44.1,1.5,13.5,6.63,59.67,6.34,57.08,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-25,Запад-МФ-69603,АЗС 603,4,30,7,3,summer,0,0,,12.3,0,0.0,57.16,73.35,83.32,91.36,0.0,57.4,73.66,83.67,0,0,0,0,3251,2955,2187,211,0,8604,0,0,0,0.1194,0.6229,5382.45,4305.96,1614.74,2583.58,6458.94,8611.93,10764.91,594,5346,35,320,59,534,17,160,5,53,43.9,43.9,1.55,13.98,6.83,61.49,6.54,58.81,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-26,Запад-МФ-69603,АЗС 603,5,30,7,3,summer,1,0,,19.5,0,0.0,57.17,73.37,83.34,91.38,0.0,57.56,73.87,83.91,0,0,0,0,2279,2867,2121,164,0,7431,0,0,0,0.12,0.7165,5383.76,4307.0,1615.13,2584.2,6460.51,8614.01,10767.51,488,4392,20,183,34,306,10,91,3,30,47.6,47.6,1.13,10.17,5.39,48.52,5.22,46.99,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-27,Запад-МФ-69603,АЗС 603,6,30,7,3,summer,1,0,,25.4,0,0.0,57.18,73.38,83.36,91.4,0.0,56.9,73.02,82.95,0,0,0,0,2708,2598,1975,189,0,7470,0,0,0,0.0985,0.7992,5449.42,4359.53,1634.83,2615.72,6539.3,8719.07,10898.84,571,5147,24,216,40,360,12,108,4,36,43.1,43.1,1.46,13.17,6.32,56.87,6.12,55.07,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-28,Запад-МФ-69603,АЗС 603,0,31,7,3,summer,0,0,,18.3,0,0.0,57.19,73.4,83.38,91.42,0.0,58.54,75.13,85.35,0,0,0,0,3425,3137,2827,320,0,9709,0,0,0,0.1169,0.8526,4332.77,3466.21,1299.83,2079.73,5199.32,6932.43,8665.53,480,4328,28,259,48,432,14,129,4,43,42.3,42.3,1.3,11.74,5.53,49.76,5.29,47.6,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-29,Запад-МФ-69603,АЗС 603,1,31,7,3,summer,0,0,,22.0,0,0.0,57.21,73.41,83.39,91.44,0.0,55.95,71.79,81.55,0,0,0,0,3576,2159,2671,330,0,8736,0,0,0,0.1363,0.8863,3900.24,3120.19,1170.07,1872.12,4680.29,6240.39,7800.49,513,4624,30,276,51,461,15,138,5,46,43.6,43.6,1.35,12.17,5.91,53.17,5.65,50.86,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-30,Запад-МФ-69603,АЗС 603,2,31,7,3,summer,0,0,,21.5,0,0.0,57.22,73.43,83.41,91.46,0.0,57.34,73.59,83.59,0,0,0,0,3331,3374,2719,386,0,9810,0,0,0,0.0969,0.7347,3264.11,2611.29,979.23,1566.77,3916.94,5222.58,6528.23,627,5649,37,338,62,564,18,169,6,56,41.8,41.8,1.72,15.5,7.22,64.95,6.9,62.14,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-31,Запад-МФ-69603,АЗС 603,3,31,7,3,summer,0,0,,14.3,0,0.0,57.75,73.46,83.83,90.68,0.0,58.61,74.55,85.08,0,0,0,0,3489,3352,2410,205,0,9456,0,0,0,0.1344,0.8605,5281.58,4225.26,1584.47,2535.16,6337.89,8450.52,10563.15,608,5474,36,328,60,547,18,164,6,54,45.3,45.3,1.54,13.87,7.0,62.96,6.69,60.22,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-01,Запад-МФ-69603,АЗС 603,4,31,8,3,summer,0,0,,21.4,0,0.0,57.76,73.47,83.85,90.7,0.0,58.02,73.8,84.23,0,0,0,0,3943,3236,2167,296,0,9642,0,0,0,0.1334,0.6979,4287.64,3430.12,1286.29,2058.07,5145.17,6860.23,8575.29,554,4992,33,298,55,498,16,149,5,49,40.8,40.8,1.56,14.03,6.38,57.4,6.1,54.91,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-02,Запад-МФ-69603,АЗС 603,5,31,8,3,summer,1,0,,17.0,0,0.0,57.77,73.49,83.87,90.72,0.0,57.68,73.38,83.75,0,0,0,0,2512,2935,2574,323,0,8344,0,0,0,0.1117,0.8604,5346.12,4276.9,1603.84,2566.14,6415.35,8553.8,10692.24,525,4725,21,198,36,330,10,99,3,33,48.7,48.7,1.19,10.7,5.8,52.22,5.62,50.56,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-03,Запад-МФ-69603,АЗС 603,6,31,8,3,summer,1,0,,15.9,0,0.0,57.79,73.5,83.89,90.74,0.0,57.9,73.64,84.05,0,0,0,0,3141,2416,2495,167,0,8219,0,1,0,0.1307,0.6708,5125.1,4100.08,1537.53,2460.05,6150.12,8200.16,10250.2,536,4826,22,202,37,337,11,101,3,33,42.2,42.2,1.4,12.61,5.93,53.33,5.74,51.64,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-04,Запад-МФ-69603,АЗС 603,0,32,8,3,summer,0,0,,21.3,0,0.0,56.8,72.8,83.54,92.0,0.0,57.31,73.46,84.29,0,0,0,0,3198,3050,2569,205,0,9022,0,0,0,0.1084,0.8817,5574.98,4459.98,1672.49,2675.99,6689.97,8919.96,11149.95,669,6025,39,361,66,602,19,180,6,60,45.8,45.8,1.68,15.09,7.7,69.28,7.36,66.28,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-05,Запад-МФ-69603,АЗС 603,1,32,8,3,summer,0,0,,20.7,0,3.2,56.82,72.81,83.56,92.01,0.0,56.98,73.01,83.79,0,0,0,0,3702,2668,3011,269,0,9650,0,0,0,0.0963,0.7043,4987.24,3989.79,1496.17,2393.88,5984.69,7979.58,9974.48,624,5622,37,336,62,561,18,168,6,56,39.1,39.1,1.83,16.49,7.18,64.65,6.87,61.84,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-06,Запад-МФ-69603,АЗС 603,2,32,8,3,summer,0,0,,12.4,0,0.7,56.83,72.83,83.58,92.03,0.0,56.93,72.96,83.73,0,0,0,0,3516,3245,3076,271,0,10108,0,0,0,0.1167,0.829,5467.16,4373.73,1640.15,2624.24,6560.6,8747.46,10934.33,571,5147,34,307,57,513,17,153,5,51,46.4,46.4,1.41,12.73,6.58,59.18,6.29,56.61,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-07,Запад-МФ-69603,АЗС 603,3,32,8,3,summer,0,0,,20.4,0,0.0,57.16,72.37,84.25,91.93,0.0,56.81,71.92,83.73,0,0,0,0,3260,2848,2816,328,0,9252,0,0,0,0.1407,0.689,4717.58,3774.06,1415.27,2264.44,5661.09,7548.12,9435.15,564,5081,33,304,56,507,16,152,5,50,43.9,43.9,1.48,13.28,6.49,58.43,6.21,55.89,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-08,Запад-МФ-69603,АЗС 603,4,32,8,3,summer,0,0,,20.3,0,0.0,57.18,72.38,84.26,91.95,0.0,57.71,73.05,85.04,0,0,0,0,3146,2999,3159,370,0,9674,0,0,0,0.0814,0.7988,4214.79,3371.83,1264.44,2023.1,5057.75,6743.66,8429.58,537,4833,31,289,53,483,15,144,5,48,42.8,42.8,1.44,12.96,6.18,55.58,5.91,53.16,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-09,Запад-МФ-69603,АЗС 603,5,32,8,3,summer,1,0,,15.8,0,1.1,57.19,72.4,84.28,91.96,0.0,56.68,71.76,83.53,0,0,0,0,3089,2756,1745,197,0,7787,0,0,0,0.1155,0.8066,4383.42,3506.73,1315.02,2104.04,5260.1,7013.47,8766.83,537,4833,22,202,37,337,11,101,3,33,47.1,47.1,1.26,11.31,5.93,53.4,5.75,51.71,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-10,Запад-МФ-69603,АЗС 603,6,32,8,3,summer,1,0,,15.2,0,0.0,57.2,72.41,84.3,91.98,0.0,57.23,72.45,84.34,0,0,0,0,3024,2469,2340,244,0,8077,0,0,0,0.1319,0.7498,3167.69,2534.15,950.31,1520.49,3801.22,5068.3,6335.37,463,4171,19,174,32,291,9,87,3,29,40.4,40.4,1.26,11.38,5.12,46.09,4.96,44.63,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-11,Запад-МФ-69603,АЗС 603,0,33,8,3,summer,0,0,,18.1,0,0.0,57.21,72.43,84.32,92.0,0.0,58.23,73.72,85.82,0,0,0,0,3329,3267,2437,254,0,9287,0,0,0,0.1277,0.8704,6692.56,5354.05,2007.77,3212.43,8031.07,10708.1,13385.12,649,5845,38,350,64,584,19,175,6,58,43.6,43.6,1.71,15.38,7.47,67.22,7.14,64.3,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-12,Запад-МФ-69603,АЗС 603,1,33,8,3,summer,0,0,,16.3,0,0.0,57.22,72.44,84.34,92.02,0.0,57.71,73.05,85.06,0,0,0,0,3004,3417,2853,343,0,9617,0,0,0,0.123,0.8132,4038.6,3230.88,1211.58,1938.53,4846.32,6461.76,8077.2,528,4754,31,285,52,475,15,142,5,47,43.2,43.2,1.4,12.63,6.08,54.68,5.81,52.3,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
